,Unnamed: 0.1,Unnamed: 0,company_name,sector,financial_risk_profile,circa_rating,business_description,ffo_to_debt_ltm,debt_to_ebitda_ltm,cfo_to_debt_ltm,focf_to_debt_ltm,dcf_to_debt_ltm,ffo_interest_coverage_ltm,ebitda_to_interest_ltm,ebit_margin_ltm,ebitda_margin_ltm,return_on_capital_ltm,ticker
862,862,862,Zebra Technologies Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"Zebra Technologies Corporation, together with its subsidiaries, provides enterprise asset intelligence solutions in the automatic identification and data capture solutions industry worldwide.",-0.0,2.68,-0.0,-0.04,-0.02,-0.03,6.38,12.8,16.6,7.02,ZBRA
863,863,863,Accenture PLC,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"Accenture plc, a professional services company, provides strategy and consulting, industry X, song, and technology and operation services worldwide.",3.09,0.0,-1.61,-1.53,-2.72,174.0,225.8,15.9,17.5,22.2,ACN
864,864,864,ACI Worldwide Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[4] Significant,[3] Intermediate risk,"ACI Worldwide, Inc., a software company, develops, markets, installs, and supports a range of software products and solutions for facilitating digital payments in the United States and internationally.",0.11,3.33,0.12,0.11,0.22,1.66,3.9,15.3,19.4,5.93,ACIW
865,865,865,Adeia Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate,[3] Intermediate risk,"Adeia Inc., together with its subsidiaries, operates as a media and semiconductor intellectual property licensing company in the United States, Canada, Asia, Europe, the Middle East, and internationally.",0.26,2.1,0.3,0.29,0.35,2.44,3.89,37.4,61.9,9.14,ADEA
866,866,866,Adobe Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"Adobe Inc., together with its subsidiaries, operates as a diversified software company worldwide.",1.79,0.0,-1.94,-1.85,-3.17,64.6,65.4,34.3,37.4,21.2,ADBE
867,867,867,Alphabet Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"Alphabet Inc. offers various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America.",3.41,0.0,-1.26,-0.86,-1.62,330.3,0.0,28.7,32.6,18.4,GOOG
868,868,868,"Alteryx, Inc.",TECHNOLOGY - SOFTWARE & SERVICES,[6] Highly leveraged,[3] Intermediate risk,"Alteryx, Inc., together with its subsidiaries, operates in the analytics automation business in the United States and internationally.",0.02,0.0,0.05,0.04,0.15,0.67,,-15.1,-11.3,-6.94,AYX
869,869,869,AppLovin Corp.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate,[3] Intermediate risk,AppLovin Corporation engages in building a software-based platform for advertisers to enhance the marketing and monetization of their content in the United States and internationally.,0.33,2.32,0.4,0.4,0.92,3.85,4.19,19.7,34.6,8.36,APP
870,870,870,Autodesk Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"Autodesk, Inc. provides 3D design, engineering, and entertainment technology solutions worldwide.",0.68,0.37,3.63,3.57,5.86,,,21.3,22.3,17.6,ADSK
871,871,871,Broadridge Financial Solutions Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate (was [2]),[3] Intermediate risk,"Broadridge Financial Solutions, Inc. provides investor communications and technology-driven solutions for the financial services industry.",0.27,2.36,0.3,0.29,0.45,6.63,9.8,16.0,23.1,10.5,BR
872,872,872,Cadence Design Systems Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"Cadence Design Systems, Inc. provides software, hardware, services, and reusable integrated circuit (IC) design blocks worldwide.",1.67,0.0,-4.06,-3.75,-6.27,37.3,40.8,31.2,34.7,20.2,CDNS
873,873,873,CCC Intelligent Solutions Holdings Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[5] Aggressive,[3] Intermediate risk,"CCC Intelligent Solutions Holdings Inc. provides cloud, mobile, AI, telematics, hyperscale technologies, and applications for the property and casualty insurance economy.",0.29,2.29,0.47,0.37,0.4,4.39,3.04,5.83,18.6,1.06,CCCS
874,874,874,Conduent Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[5] Aggressive,[3] Intermediate risk,"Conduent Incorporated provides digital business solutions and services for the commercial, government, and transportation spectrum in the United States, Europe, and internationally.",0.06,3.1,0.09,0.04,0.07,0.8,2.89,2.04,5.94,1.96,CNDT
875,875,875,Consensus Cloud Solutions Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[5] Aggressive,[3] Intermediate risk,"Consensus Cloud Solutions, Inc., together with its subsidiaries, provides information delivery services with a software-as-a-service platform worldwide.",0.15,3.88,0.17,0.12,0.16,2.52,3.75,40.6,45.4,16.3,CCSI
876,876,876,CoStar Group Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"CoStar Group, Inc. provides information, analytics, and online marketplace services to the commercial real estate, hospitality, residential, and related professionals industries in the United States, Canada, Europe, the Asia Pacific, and Latin America.",0.45,0.0,-0.12,-0.08,-0.09,15.6,13.6,11.5,15.9,2.15,CSGP
877,877,877,CrowdStrike Holdings Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"CrowdStrike Holdings, Inc. provides cloud-delivered protection across endpoints and cloud workloads, identity, and data.",1.37,0.0,-0.57,-0.48,-0.48,42.5,1.17,-3.27,0.19,-2.35,CRWD
878,878,878,DXC Technology Co.,TECHNOLOGY - SOFTWARE & SERVICES,[2] Modest,[3] Intermediate risk,"DXC Technology Company, together with its subsidiaries, provides information technology services and solutions primarily in the United States, the United Kingdom, rest of Europe, Australia, and internationally.",0.28,4.09,0.43,0.37,0.69,5.25,3.17,-5.7,3.35,-5.08,DXC
879,879,879,eBay Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,eBay Inc. operates marketplace platforms that connect buyers and sellers in the United States and internationally.,0.36,0.0,1.53,1.29,2.37,11.9,11.1,22.6,26.7,10.4,EBAY
880,880,880,Elastic N.V.,TECHNOLOGY - SOFTWARE & SERVICES,[6] Highly leveraged,[3] Intermediate risk,"Elastic N.V., a data analytics company, delivers solutions designed to run in public or private clouds in multi-cloud environments.",0.12,0.0,-0.22,-0.21,-0.21,2.78,,-11.4,-9.69,-8.09,ESTC
881,881,881,EverCommerce Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[5] Aggressive,[3] Intermediate risk,"EverCommerce Inc., together with its subsidiaries, provides integrated software-as-a-service solutions for service-based small and medium sized businesses in the United States and internationally.",0.18,4.58,0.21,0.21,0.35,2.43,2.47,-0.13,14.6,-0.04,EVCM
882,882,882,Fidelity National Information Services Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate,[3] Intermediate risk,"Fidelity National Information Services, Inc. engages in the provision of financial services technology solutions for financial institutions, businesses, and developers worldwide.",0.23,4.38,0.23,0.22,0.32,6.98,6.85,16.1,43.3,2.29,FIS
883,883,883,Fiserv Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate,[3] Intermediate risk,"Fiserv, Inc., together with its subsidiaries, provides payments and financial services technology services in the United States, Europe, the Middle East and Africa, Latin America, the Asia-Pacific, and internationally.",0.22,2.78,0.23,0.17,0.38,5.14,8.12,25.4,41.7,5.59,FI
884,884,884,Fortinet Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"Fortinet, Inc. provides cybersecurity and convergence of networking and security solutions worldwide.",1.81,0.0,-1.41,-1.26,-2.44,92.2,67.0,23.3,25.4,109.4,FTNT
885,885,885,Gen Digital Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[4] Significant,[3] Intermediate risk,"Gen Digital Inc. provides cyber safety solutions for consumers in the United States, Canada, Latin America, Europe, the Middle East, Africa, the Asia Pacific, and Japan.",0.11,4.68,0.11,0.11,0.16,1.46,2.78,41.9,49.0,8.57,GEN
886,886,886,Global Payments Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[4] Significant,[3] Intermediate risk,"Global Payments Inc. provides payment technology and software solutions for card, check, and digital-based payments in the Americas, Europe, and the Asia-Pacific.",0.13,3.84,0.14,0.1,0.15,3.57,6.5,22.9,41.3,3.51,GPN
887,887,887,International Business Machines Corp.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate,[3] Intermediate risk,"International Business Machines Corporation, together with its subsidiaries, provides integrated solutions and services worldwide.",0.23,3.1,0.3,0.27,0.4,8.67,9.35,15.2,22.3,7.4,IBM
888,888,888,Intuit Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"Intuit Inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally.",0.76,1.19,1.64,1.56,2.83,19.3,16.4,23.0,27.1,9.25,INTU
889,889,889,MeridianLink Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[5] Aggressive,[3] Intermediate risk,"MeridianLink, Inc., a software and services company, provides software solutions for banks, credit unions, mortgage lenders, specialty lending providers, and consumer reporting agencies in the United States.",0.15,5.9,0.17,0.17,0.27,1.76,1.56,4.88,18.2,0.92,MLNK
890,890,890,Microsoft Corp.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"Microsoft Corporation develops and supports software, services, devices and solutions worldwide.",0.92,0.25,-3.23,-2.12,-3.4,41.7,49.4,44.6,52.0,20.8,MSFT
891,891,891,MicroStrategy Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[6] Highly leveraged,[3] Intermediate risk,"MicroStrategy Incorporated provides artificial intelligence-powered enterprise analytics software and services in the United States, Europe, the Middle East, Africa, and internationally.",0.01,0.0,0.01,0.0,0.01,0.26,,-23.2,-21.9,-2.22,MSTR
892,892,892,MSCI Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate,[3] Intermediate risk,"MSCI Inc., together with its subsidiaries, provides critical decision support tools and solutions for the investment community to manage investment processes worldwide.",0.27,2.78,0.29,0.29,0.51,6.62,8.08,54.8,58.5,23.0,MSCI
893,893,893,N-able Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[5] Aggressive,[3] Intermediate risk,"N-able, Inc. provides cloud-based software solutions for managed service providers.",0.24,2.21,0.41,0.34,0.4,2.98,3.32,17.1,21.8,4.28,NABL
894,894,894,Open Text Corp.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate,[3] Intermediate risk,Open Text Corporation provides information management software and solutions.,0.1,5.15,0.11,0.09,0.13,1.53,2.74,15.0,25.2,4.75,OTEX
895,895,895,Oracle Corp.,TECHNOLOGY - SOFTWARE & SERVICES,[4] Significant,[3] Intermediate risk,Oracle Corporation offers products and services that address enterprise information technology environments worldwide.,0.19,3.78,0.2,0.12,0.2,4.7,5.85,28.7,39.3,10.3,ORCL
896,896,896,Priority Technology Holdings Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[6] Highly leveraged,[3] Intermediate risk,"Priority Technology Holdings, Inc. operates as a payment technology company in the United States.",0.15,4.1,0.16,0.12,0.12,1.29,2.04,10.9,19.6,6.77,PRTH
897,897,897,PTC Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate,[3] Intermediate risk,"PTC Inc. operates as software company in the Americas, Europe, and the Asia Pacific.",0.25,3.6,0.39,0.37,0.42,4.16,4.1,22.4,25.8,6.62,PTC
898,898,898,ServiceNow Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"ServiceNow, Inc. provides end to-end intelligent workflow automation platform solutions for digital businesses in the North America, Europe, the Middle East and Africa, Asia Pacific, and internationally.",1.49,0.0,-0.59,-0.47,-0.64,141.6,60.5,8.49,14.8,5.55,NOW
899,899,899,SkillSoft Corp.,TECHNOLOGY - SOFTWARE & SERVICES,[5] Aggressive,[3] Intermediate risk,Skillsoft Corp. provides skillsoft content and global knowledge services in the United States and internationally.,-0.01,8.07,-0.01,-0.02,0.01,-0.06,0.98,-18.4,10.5,-5.57,SKIL
900,900,900,SS&C Technologies Holdings Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[4] Significant,[3] Intermediate risk,"SS&C Technologies Holdings, Inc., together with its subsidiaries, provides software products and software-enabled services to financial services and healthcare industries.",0.18,3.32,0.19,0.18,0.29,2.59,4.15,22.0,34.2,5.64,SSPBRX=X
901,901,901,Tenable Holdings Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[6] Highly leveraged,[3] Intermediate risk,"Tenable Holdings, Inc. provides cyber exposure solutions for in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan.",0.36,0.0,-2.47,-2.44,-2.69,4.78,,-4.78,-1.39,-3.28,TENB
902,902,902,Trimble Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate (was [1]),[3] Intermediate risk,Trimble Inc. provides technology solutions that enable professionals and field mobile workers to enhance or transform their work processes worldwide.,0.19,3.72,0.2,0.19,0.22,3.71,4.95,13.0,19.6,4.62,TRMB
903,903,903,Twilio Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[5] Aggressive,[3] Intermediate risk,"Twilio Inc., together with its subsidiaries, provides software and communications solutions in the United States and internationally.",0.36,0.0,-0.15,-0.14,-0.38,,,-8.49,-1.64,-1.94,TWLO
904,904,904,Uber Technologies Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[6] Highly leveraged,[3] Intermediate risk,"Uber Technologies, Inc. develops and operates proprietary technology applications in the United States, Canada, Latin America, Europe, the Middle East, Africa, and Asia excluding China and Southeast Asia.",0.3,1.28,1.19,1.11,1.11,5.66,3.75,2.98,5.19,3.1,UBER
905,905,905,Unisys Corp.,TECHNOLOGY - SOFTWARE & SERVICES,[5] Aggressive,[3] Intermediate risk,"Unisys Corporation, together with its subsidiaries, operates as an information technology solutions company in the United States and internationally.",0.14,0.0,0.52,0.37,0.37,2.41,,-15.5,-13.5,-39.7,UIS
906,906,906,Upland Software Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[6] Highly leveraged,[3] Intermediate risk,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally.",0.1,5.9,0.2,0.2,0.26,2.33,1.93,-10.8,13.4,-2.41,UPLD
907,907,907,Verint Systems Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate,[3] Intermediate risk,Verint Systems Inc. provides customer engagement solutions worldwide.,0.34,1.53,0.85,0.73,1.41,14.8,15.0,9.2,15.6,2.97,VRNT
908,908,908,VeriSign Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"VeriSign, Inc., together with its subsidiaries, provides domain name registry services and internet infrastructure that enables internet navigation for various recognized domain names worldwide.",0.48,0.83,0.98,0.93,1.96,11.3,13.9,67.0,70.0,278.4,VRSN
909,909,909,Verisk Analytics Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[3] Intermediate,[3] Intermediate risk,"Verisk Analytics, Inc. provides data analytics and technology solutions to the insurance markets in the United States and internationally.",0.34,2.18,0.38,0.3,1.38,9.18,11.1,42.3,46.6,15.5,VRSK
910,910,910,Workday Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[1] Minimal,[3] Intermediate risk,"Workday, Inc. provides enterprise cloud applications in the United States and internationally.",0.65,0.0,-0.48,-0.43,-0.52,,,2.52,6.41,1.13,WDAY
911,911,911,ZoomInfo Technologies Inc.,TECHNOLOGY - SOFTWARE & SERVICES,[4] Significant,[3] Intermediate risk,"ZoomInfo Technologies Inc., together with its subsidiaries, provides go-to-market intelligence and engagement platform for sales and marketing teams in the United States and internationally.",0.33,2.38,0.56,0.52,1.06,9.62,7.28,21.8,25.1,4.79,ZI
912,912,912,Altice USA Inc.,TELECOM & CABLE,[6] Highly leveraged,[3] Intermediate risk,"Altice USA, Inc., together with its subsidiaries, provides broadband communications and video services in the United States, Canada, Puerto Rico, and the Virgin Islands.",0.07,6.85,0.07,0.0,0.0,1.14,2.28,20.8,38.6,4.67,ATUS
913,913,913,American Tower Corp.,TELECOM & CABLE,[6] Highly leveraged,[3] Intermediate risk,"American Tower, one of the largest global REITs, is a leading independent owner, operator and developer of multitenant communications real estate with a portfolio of nearly 225,000 communications sites and a highly interconnected footprint of U.S. data center facilities.",0.1,5.51,0.1,0.1,0.17,3.38,5.87,30.8,58.4,3.65,AMT
914,914,914,AT&T Inc.,TELECOM & CABLE,[4] Significant,[3] Intermediate risk,AT&T Inc. provides telecommunications and technology services worldwide.,0.24,3.25,0.25,0.13,0.13,5.72,7.09,21.4,34.2,6.0,T
915,915,915,Cable One Inc.,TELECOM & CABLE,[4] Significant,[3] Intermediate risk,"Cable One, Inc., together with its subsidiaries, provides data, video, and voice services in the United States.",0.18,3.82,0.19,0.08,0.13,3.82,5.21,32.2,52.7,6.08,CABO
916,916,916,Charter Communications Inc.,TELECOM & CABLE,[5] Aggressive,[3] Intermediate risk,"Charter Communications, Inc. operates as a broadband connectivity and cable operator company serving residential and commercial customers in the United States.",0.15,4.53,0.15,0.03,0.07,2.78,4.19,22.5,38.4,6.81,CHTR
917,917,917,Comcast Corp.,TELECOM & CABLE,[3] Intermediate,[3] Intermediate risk,Comcast Corporation operates as a media and technology company worldwide.,0.28,2.51,0.29,0.17,0.33,6.97,9.51,19.2,31.0,7.75,CMCSA
918,918,918,Consolidated Communications Holdings Inc.,TELECOM & CABLE,[6] Highly leveraged,[3] Intermediate risk,"Consolidated Communications Holdings, Inc., together with its subsidiaries, provides broadband and business communication solutions for consumer, commercial, and carrier channels in the United States.",0.05,7.29,0.06,-0.25,-0.25,0.75,1.96,-3.99,24.0,-0.92,CNSL
919,919,919,Crown Castle Inc.,TELECOM & CABLE,[6] Highly leveraged,[3] Intermediate risk,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 90,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market.",0.11,5.62,0.11,0.06,0.16,3.68,6.01,35.6,60.1,4.41,CCI
